,Apk,Result,Time,Mem(GB),Heuristic,#Snapshots,Mode,#Sources,#Sinks,#classes,#methods,#cg_edges,#flows,#additional flows,#missing flows,#TP,#FP,#TN,#FN,#unknown
490,com.antivirus,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
491,com.bbm,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
492,com.samsung.android.app.watchmanager,Exit status: 0,3:01,28.90261459350586,none,0,full static,4,6,687,3750,5463,42,0,0,0,0,0,0,42
493,com.samsung.android.app.watchmanager,Exit status: 0,0:32,7.314945220947266,first_only,1/7,d,4,7,687,3750,3662,48,30,24,0,0,0,0,48
494,com.samsung.android.app.watchmanager,Exit status: 0,0:42,11.067577362060547,first_only,1/7,sf,6,6,687,3750,4486,47,35,30,0,0,0,0,47
495,com.samsung.android.app.watchmanager,Exit status: 0,0:30,8.350914001464844,last_only,1/7,d,6,4,687,3750,3662,35,23,30,0,0,0,0,35
496,com.samsung.android.app.watchmanager,Exit status: 0,0:40,10.720245361328125,last_only,1/7,sf,6,2,687,3750,4486,23,17,36,0,0,0,0,23
497,com.samsung.android.app.watchmanager,Exit status: 0,0:33,7.769611358642578,activity_last,2/7,d,4,3,687,3750,3662,18,12,36,0,0,0,0,18
498,com.samsung.android.app.watchmanager,Exit status: 0,0:45,12.456615447998047,activity_last,2/7,sf,2,5,687,3750,4486,30,18,30,0,0,0,0,30
499,com.samsung.android.app.watchmanager,Exit status: 0,0:53,11.672927856445312,activity_last,2/7,i,2,9,687,3750,3660,18,16,40,0,0,0,0,18
500,com.samsung.android.app.watchmanager,Exit status: 0,0:48,10.715389251708984,action_all,7/7,d,3,7,687,3750,3662,31,31,42,0,0,0,0,31
501,com.samsung.android.app.watchmanager,Exit status: 0,1:02,16.509231567382812,action_all,7/7,sf,6,9,687,3750,4511,54,42,30,0,0,0,0,54
502,com.samsung.android.app.watchmanager,Exit status: 0,2:16,24.3170166015625,action_all,7/7,i,6,8,687,3750,3658,18,12,36,0,0,0,0,18
503,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,0:41,3.90618896484375,none,0,full static,6,11,8826,46051,15067,14,0,0,0,0,0,0,14
504,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,0:28,2.4060897827148438,first_only,1/73,d,4,8,8826,46051,7601,10,0,4,0,0,0,0,10
505,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,0:42,3.961822509765625,first_only,1/73,sf,6,11,8826,46051,14349,14,3,3,0,0,0,0,14
506,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,0:28,2.4132347106933594,last_only,1/73,d,4,7,8826,46051,7601,8,0,6,0,0,0,0,8
507,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,0:42,3.9478073120117188,last_only,1/73,sf,6,12,8826,46051,14326,16,2,0,0,0,0,0,16
508,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,0:38,4.373134613037109,activity_last,4/73,d,4,7,8826,46051,7601,8,0,6,0,0,0,0,8
509,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,0:51,4.639106750488281,activity_last,4/73,sf,6,11,8826,46051,14325,14,2,2,0,0,0,0,14
510,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,1:19,5.125194549560547,activity_last,4/73,i,4,8,8826,46051,7577,10,0,4,0,0,0,0,10
511,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,3:38,26.877452850341797,action_all,73/73,d,4,8,8826,46051,7601,10,0,4,0,0,0,0,10
512,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,3:29,26.944854736328125,action_all,73/73,sf,6,11,8826,46051,14325,13,2,3,0,0,0,0,13
513,com.gameloft.android.ANMP.GloftDMHM,Exit status: 0,18:40,5.190311431884766,action_all,73/73,i,4,8,8826,46051,7569,10,0,4,0,0,0,0,10
514,com.estrongs.android.pop,Exit status: 0,3:11:21,79.64438247680664,none,0,full static,45,48,18384,104232,162465,101,0,0,0,0,0,0,101
515,com.estrongs.android.pop,Exit status: 0,1:10:30,80.35054397583008,first_only,1/53,d,19,34,18384,104231,65632,68,36,69,0,0,0,0,68
516,com.estrongs.android.pop,Exit status: 0,2:09:53,80.19755172729492,first_only,1/53,sf,42,59,18384,104232,127909,154,99,46,0,0,0,0,154
517,com.estrongs.android.pop,Exit status: 0,1:08:19,84.14056777954102,last_only,1/53,d,20,31,18384,104231,65842,68,37,70,0,0,0,0,68
518,com.estrongs.android.pop,Exit status: 0,2:15:48,82.45046615600586,last_only,1/53,sf,41,59,18384,104232,129488,156,112,57,0,0,0,0,156
519,com.estrongs.android.pop,Exit status: 0,1:19:39,81.90182876586914,activity_last,17/53,d,23,34,18384,104231,68951,76,42,67,0,0,0,0,76
520,com.estrongs.android.pop,Exit status: 0,2:21:52,79.22349548339844,activity_last,17/53,sf,41,51,18384,104232,126412,109,50,42,0,0,0,0,109
521,com.estrongs.android.pop,Exit status: 130,6:22:46,83.74758529663086,activity_last,17/53,i,20,36,0,0,59305,58,29,72,0,0,0,0,58
522,com.estrongs.android.pop,Exit status: 0,1:31:06,83.44958114624023,action_all,53/53,d,22,37,18384,104231,69190,84,47,64,0,0,0,0,84
523,com.estrongs.android.pop,Exit status: 0,2:01:27,77.9626350402832,action_all,53/53,sf,39,55,18384,104232,121700,130,83,54,0,0,0,0,130
524,com.estrongs.android.pop,Exit status: 130,6:22:46,83.73948287963867,action_all,53/53,i,19,36,0,0,54233,57,28,72,0,0,0,0,57
525,net.mobigame.zombietsunami,Exit status: 0,3:43,17.522750854492188,none,0,full static,7,13,10200,57228,20714,22,0,0,0,0,0,0,22
526,net.mobigame.zombietsunami,Exit status: 0,0:35,2.5583419799804688,first_only,1/36,d,1,1,10200,57227,9348,2,0,20,0,0,0,0,2
527,net.mobigame.zombietsunami,Exit status: 0,0:50,4.201442718505859,first_only,1/36,sf,2,3,10200,57228,16151,6,0,16,0,0,0,0,6
528,net.mobigame.zombietsunami,Exit status: 0,0:34,2.5639266967773438,last_only,1/36,d,1,1,10200,57227,9346,2,0,20,0,0,0,0,2
529,net.mobigame.zombietsunami,Exit status: 0,0:52,4.2241363525390625,last_only,1/36,sf,2,3,10200,57228,16164,8,3,17,0,0,0,0,8
530,net.mobigame.zombietsunami,Exit status: 0,0:44,4.37615966796875,activity_last,3/36,d,1,1,10200,57227,9724,2,0,20,0,0,0,0,2
531,net.mobigame.zombietsunami,Exit status: 0,0:57,4.663494110107422,activity_last,3/36,sf,2,3,10200,57228,16358,6,1,17,0,0,0,0,6
532,net.mobigame.zombietsunami,Exit status: 0,1:26,6.422908782958984,activity_last,3/36,i,1,1,10200,57227,9427,1,0,21,0,0,0,0,1
533,net.mobigame.zombietsunami,Exit status: 0,2:39,17.595050811767578,action_all,36/36,d,1,1,10200,57227,9746,2,0,20,0,0,0,0,2
534,net.mobigame.zombietsunami,Exit status: 0,2:38,17.715702056884766,action_all,36/36,sf,2,3,10200,57228,16358,7,1,16,0,0,0,0,7
535,net.mobigame.zombietsunami,Exit status: 0,13:16,7.135215759277344,action_all,36/36,i,1,1,10200,57227,9296,1,0,21,0,0,0,0,1
536,com.google.android.marvin.talkback,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
537,com.google.android.calculator,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
538,com.google.android.music,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
539,com.netflix.mediaclient,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
540,com.king.petrescuesaga,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
541,com.google.android.apps.cloudprint,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
542,com.rovio.angrybirds,Exit status: 0,0:35,3.668781280517578,none,0,full static,3,13,6891,36922,10514,18,0,0,0,0,0,0,18
543,com.rovio.angrybirds,Exit status: 0,0:22,2.3304710388183594,first_only,1/75,d,1,1,6891,36922,4799,1,0,17,0,0,0,0,1
544,com.rovio.angrybirds,Exit status: 0,0:32,4.379993438720703,first_only,1/75,sf,3,10,6891,36922,9258,13,2,7,0,0,0,0,13
545,com.rovio.angrybirds,Exit status: 0,0:22,2.371265411376953,last_only,1/75,d,1,1,6891,36922,4713,1,0,17,0,0,0,0,1
546,com.rovio.angrybirds,Exit status: 0,0:35,5.330253601074219,last_only,1/75,sf,3,8,6891,36922,9830,14,2,6,0,0,0,0,14
547,com.rovio.angrybirds,Exit status: 0,0:33,4.636207580566406,activity_last,4/75,d,1,1,6891,36922,4799,1,0,17,0,0,0,0,1
548,com.rovio.angrybirds,Exit status: 0,0:41,4.914363861083984,activity_last,4/75,sf,3,10,6891,36922,9205,15,1,4,0,0,0,0,15
549,com.rovio.angrybirds,Exit status: 0,0:58,4.491546630859375,activity_last,4/75,i,1,1,6891,36922,4757,1,0,17,0,0,0,0,1
550,com.rovio.angrybirds,Exit status: 0,4:29,27.742748260498047,action_all,75/75,d,1,1,6891,36922,4823,1,0,17,0,0,0,0,1
551,com.rovio.angrybirds,Exit status: 0,4:08,27.710636138916016,action_all,75/75,sf,2,6,6891,36922,9160,9,2,11,0,0,0,0,9
552,com.rovio.angrybirds,Exit status: 0,13:04,4.848888397216797,action_all,75/75,i,1,1,6891,36922,4752,1,0,17,0,0,0,0,1
553,com.google.android.inputmethod.latin,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
554,com.gau.go.launcherex,Exit status: 0,14:52:04,83.7426528930664,none,0,full static,82,109,22866,140965,182659,237,0,0,0,0,0,0,237
555,com.gau.go.launcherex,Exit status: 0,1:12:00,78.82681274414062,first_only,1/38,d,22,35,22866,140949,53401,54,36,219,0,0,0,0,54
556,com.gau.go.launcherex,Exit status: 0,1:36:42,79.7864990234375,first_only,1/38,sf,56,69,22866,140956,103238,137,61,161,0,0,0,0,137
557,com.gau.go.launcherex,Exit status: 0,8:25,26.502365112304688,last_only,1/38,d,11,16,22866,140944,39801,23,11,225,0,0,0,0,23
558,com.gau.go.launcherex,Exit status: 0,2:41:52,80.39918518066406,last_only,1/38,sf,59,64,22866,140957,148816,167,26,96,0,0,0,0,167
559,com.gau.go.launcherex,Exit status: 0,1:07:24,83.93995666503906,activity_last,13/38,d,28,42,22866,140952,61534,99,38,176,0,0,0,0,99
560,com.gau.go.launcherex,Exit status: 0,1:45:11,80.17649841308594,activity_last,13/38,sf,55,75,22866,140958,115270,207,86,116,0,0,0,0,207
561,com.gau.go.launcherex,Exit status: 0,8:49:07,80.28424835205078,activity_last,13/38,i,29,44,22866,140952,50702,66,34,205,0,0,0,0,66
562,com.gau.go.launcherex,Exit status: 0,1:09:10,77.51726913452148,action_all,38/38,d,32,44,22866,140952,65089,112,46,171,0,0,0,0,112
563,com.gau.go.launcherex,Exit status: 0,1:37:33,78.66773986816406,action_all,38/38,sf,56,81,22866,140958,113969,202,84,119,0,0,0,0,202
564,com.gau.go.launcherex,Exit status: 0,23:58:53,82.80300521850586,action_all,38/38,i,28,46,22866,140952,49295,68,35,204,0,0,0,0,68
565,com.quvideo.xiaoying,Exit status: 0,50:28,77.34559631347656,none,0,full static,86,114,29626,176636,258929,272,0,0,0,0,0,0,272
566,com.quvideo.xiaoying,Exit status: 0,15:13,25.65435791015625,first_only,1/53,d,29,41,29626,176633,59713,142,79,209,0,0,0,0,142
567,com.quvideo.xiaoying,Exit status: 0,48:04,77.0311279296875,first_only,1/53,sf,61,91,29626,176635,171326,215,52,109,0,0,0,0,215
568,com.quvideo.xiaoying,Exit status: 0,16:50,28.759212493896484,last_only,1/53,d,29,43,29626,176633,61137,138,75,209,0,0,0,0,138
569,com.quvideo.xiaoying,Exit status: 0,49:11,77.8398666381836,last_only,1/53,sf,61,83,29626,176635,169641,232,59,99,0,0,0,0,232
570,com.quvideo.xiaoying,Exit status: 0,1:14:21,82.0969123840332,activity_last,18/53,d,57,83,29626,176634,88052,410,323,185,0,0,0,0,410
571,com.quvideo.xiaoying,Exit status: 0,1:28:08,78.2635726928711,activity_last,18/53,sf,93,118,29626,176636,199265,424,242,90,0,0,0,0,424
572,com.quvideo.xiaoying,Exit status: 130,1:50:31,82.46060180664062,activity_last,18/53,i,47,75,0,0,70977,178,94,188,0,0,0,0,178
573,com.quvideo.xiaoying,Exit status: 0,1:17:16,80.4129638671875,action_all,53/53,d,62,89,29626,176634,88507,447,358,183,0,0,0,0,447
574,com.quvideo.xiaoying,Exit status: 0,3:05:47,77.27609634399414,action_all,53/53,sf,88,117,29626,176636,194430,408,256,120,0,0,0,0,408
575,com.quvideo.xiaoying,Exit status: 130,1:50:36,80.79034042358398,action_all,53/53,i,46,68,0,0,70856,131,72,213,0,0,0,0,131
576,com.vkontakte.android,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
577,com.tripadvisor.tripadvisor,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
578,com.microsoft.office.excel,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
579,com.nianticlabs.pokemongo,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
580,org.mozilla.firefox,Exit status: 0,4:22,27.90694808959961,none,0,full static,8,14,5750,31540,31808,20,0,0,0,0,0,0,20
581,org.mozilla.firefox,Exit status: 0,0:49,4.264560699462891,first_only,1/42,d,5,5,5750,31538,18918,5,1,16,0,0,0,0,5
582,org.mozilla.firefox,Exit status: 0,1:48,13.41189193725586,first_only,1/42,sf,8,13,5750,31538,22991,21,13,12,0,0,0,0,21
583,org.mozilla.firefox,Exit status: 0,0:46,4.227207183837891,last_only,1/42,d,5,5,5750,31538,17777,5,1,16,0,0,0,0,5
584,org.mozilla.firefox,Exit status: 0,1:43,10.301570892333984,last_only,1/42,sf,8,13,5750,31538,21937,19,7,8,0,0,0,0,19
585,org.mozilla.firefox,Exit status: 0,1:31,9.89687728881836,activity_last,10/42,d,5,5,5750,31538,19083,5,1,16,0,0,0,0,5
586,org.mozilla.firefox,Exit status: 0,1:55,10.919509887695312,activity_last,10/42,sf,6,8,5750,31538,23446,9,1,12,0,0,0,0,9
587,org.mozilla.firefox,Exit status: 0,4:52,11.152069091796875,activity_last,10/42,i,5,5,5750,31538,17341,5,1,16,0,0,0,0,5
588,org.mozilla.firefox,Exit status: 0,3:52,27.210128784179688,action_all,42/42,d,5,5,5750,31538,19260,5,1,16,0,0,0,0,5
589,org.mozilla.firefox,Exit status: 0,4:14,27.545921325683594,action_all,42/42,sf,6,8,5750,31538,23605,9,1,12,0,0,0,0,9
590,org.mozilla.firefox,Exit status: 0,19:21,11.309833526611328,action_all,42/42,i,5,5,5750,31538,17600,5,1,16,0,0,0,0,5
591,com.outfit7.talkingtom,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
592,tv.peel.samsung.app,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
593,com.miniclip.eightballpool,Exit status: 0,2:58,11.655609130859375,none,0,full static,6,11,12702,72667,29257,13,0,0,0,0,0,0,13
594,com.miniclip.eightballpool,Exit status: 0,0:42,3.0547103881835938,first_only,1/83,d,0,0,12702,72666,9345,0,0,13,0,0,0,0,0
595,com.miniclip.eightballpool,Exit status: 0,2:15,9.62564468383789,first_only,1/83,sf,5,8,12702,72667,26720,10,0,3,0,0,0,0,10
596,com.miniclip.eightballpool,Exit status: 0,0:48,4.2311248779296875,last_only,1/83,d,0,0,12702,72666,10410,0,0,13,0,0,0,0,0
597,com.miniclip.eightballpool,Exit status: 0,1:38,7.834327697753906,last_only,1/83,sf,3,7,12702,72667,21483,9,1,5,0,0,0,0,9
598,com.miniclip.eightballpool,Exit status: 0,1:04,7.5185546875,activity_last,4/83,d,0,0,12702,72666,10410,0,0,13,0,0,0,0,0
599,com.miniclip.eightballpool,Exit status: 0,1:42,8.228828430175781,activity_last,4/83,sf,3,7,12702,72667,21390,9,1,5,0,0,0,0,9
600,com.miniclip.eightballpool,Exit status: 0,2:23,9.017173767089844,activity_last,4/83,i,0,0,12702,72666,10357,0,0,13,0,0,0,0,0
601,com.miniclip.eightballpool,Exit status: 0,6:38,24.92749786376953,action_all,83/83,d,0,0,12702,72666,10734,0,0,13,0,0,0,0,0
602,com.miniclip.eightballpool,Exit status: 0,6:34,25.19408416748047,action_all,83/83,sf,3,6,12702,72667,21216,8,0,5,0,0,0,0,8
603,com.miniclip.eightballpool,Exit status: 0,40:47,9.677230834960938,action_all,83/83,i,0,0,12702,72666,10145,0,0,13,0,0,0,0,0
604,com.rovio.angrybirdsseasons,Exit status: 0,0:21,2.0609092712402344,none,0,full static,3,12,5724,30294,6000,16,0,0,0,0,0,0,16
605,com.rovio.angrybirdsseasons,Exit status: 0,0:17,2.3097000122070312,first_only,1/52,d,1,1,5724,30294,3223,1,0,15,0,0,0,0,1
606,com.rovio.angrybirdsseasons,Exit status: 0,0:25,4.171051025390625,first_only,1/52,sf,3,11,5724,30294,5424,16,3,3,0,0,0,0,16
607,com.rovio.angrybirdsseasons,Exit status: 0,0:17,2.3551025390625,last_only,1/52,d,1,1,5724,30294,3310,1,0,15,0,0,0,0,1
608,com.rovio.angrybirdsseasons,Exit status: 0,0:23,3.31396484375,last_only,1/52,sf,3,11,5724,30294,4797,15,3,4,0,0,0,0,15
609,com.rovio.angrybirdsseasons,Exit status: 0,0:27,4.5724639892578125,activity_last,4/52,d,1,1,5724,30294,3325,1,0,15,0,0,0,0,1
610,com.rovio.angrybirdsseasons,Exit status: 0,0:32,4.587512969970703,activity_last,4/52,sf,3,9,5724,30294,4795,12,1,5,0,0,0,0,12
611,com.rovio.angrybirdsseasons,Exit status: 0,0:40,3.76727294921875,activity_last,4/52,i,1,1,5724,30294,3265,1,0,15,0,0,0,0,1
612,com.rovio.angrybirdsseasons,Exit status: 0,3:07,26.86693572998047,action_all,52/52,d,1,1,5724,30294,3325,1,0,15,0,0,0,0,1
613,com.rovio.angrybirdsseasons,Exit status: 0,2:50,23.42882537841797,action_all,52/52,sf,3,11,5724,30294,4795,18,5,3,0,0,0,0,18
614,com.rovio.angrybirdsseasons,Exit status: 0,6:03,3.9757423400878906,action_all,52/52,i,1,1,5724,30294,3261,1,0,15,0,0,0,0,1
615,com.dts.freefireth,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
616,air.com.hypah.io.slither,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
617,com.ea.games.r3_row,Exit status: 0,11:45,36.22574996948242,none,0,full static,6,11,8541,49776,16122,17,0,0,0,0,0,0,17
618,com.ea.games.r3_row,Exit status: 0,0:27,2.4824295043945312,first_only,1/90,d,0,0,8541,49773,6871,0,0,17,0,0,0,0,0
619,com.ea.games.r3_row,Exit status: 0,0:31,2.5586013793945312,first_only,1/90,sf,1,4,8541,49773,10087,5,1,13,0,0,0,0,5
620,com.ea.games.r3_row,Exit status: 0,0:27,2.4837112426757812,last_only,1/90,d,0,0,8541,49773,6871,0,0,17,0,0,0,0,0
621,com.ea.games.r3_row,Exit status: 0,0:32,2.552295684814453,last_only,1/90,sf,1,3,8541,49773,10087,4,0,13,0,0,0,0,4
622,com.ea.games.r3_row,Exit status: 0,0:40,4.557422637939453,activity_last,4/90,d,0,0,8541,49773,6896,0,0,17,0,0,0,0,0
623,com.ea.games.r3_row,Exit status: 0,0:42,4.595588684082031,activity_last,4/90,sf,0,0,8541,49773,9955,0,0,17,0,0,0,0,0
624,com.ea.games.r3_row,Exit status: 0,1:17,5.403861999511719,activity_last,4/90,i,0,0,8541,49773,6807,0,0,17,0,0,0,0,0
625,com.ea.games.r3_row,Exit status: 0,5:37,27.799293518066406,action_all,90/90,d,0,0,8541,49773,7156,0,0,17,0,0,0,0,0
626,com.ea.games.r3_row,Exit status: 0,5:05,27.777503967285156,action_all,90/90,sf,0,0,8541,49773,9945,0,0,17,0,0,0,0,0
627,com.ea.games.r3_row,Exit status: 0,22:08,6.747802734375,action_all,90/90,i,0,0,8541,49773,6784,0,0,17,0,0,0,0,0
628,com.psafe.msuite,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
629,com.sec.android.app.shealth,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
630,com.opera.mini.native,No snapshots found,0,0.0,none,0,full static,0,0,0,0,0,0,0,0,0,0,0,0,0
